Student Name,Gender,Student No.,Gapps Account,,,Grade,Course 1,Course 1 Title,Course 1 Credit Value,Course 2,Course 2 Title,Course 2 Credit Value,Course 3,Course 3 Title,Course 3 Credit Value,Course 4,Course 4 Title,Course 4 Credit Value,Course 5,Course 5 Title,Course 5 Credit Value,Course 6,Course 6 Title,Course 6 Credit Value,Course 7,Course 7 Title,Course 7 Credit Value,Course 8,Course 8 Title,Course 8 Credit Value,Course 9,Course 9 Title,Course 9 Credit Value,Course 10,Course 10 Title,Course 10 Credit Value,Course 11,Course 11 Title,Course 11 Credit Value,Total Courses,Alternate Course 1,Alternate Course 1 Title,Alternate Course 1 Credit Value,Alternate Course 2,Alternate Course 2 Title,Alternate Course 2 Credit Value,Alternate Course 3,Alternate Course 3 Title,Alternate Course 3 Credit Value
"Pavla,Twyla",F,414235542,414235542@gapps.yrdsb.ca,,,12,BAT4M1,Financial Accounting Principles,1,ENG4UE,English,1,FSF4U1,Core French,1,IDC4UE,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,,,,,,,,,,,,,7,CIA4UE,Analysing Current Economic Issues (Alternate),1,,,,,,
"Billy,Katha",F,471856924,471856924@gapps.yrdsb.ca,,,10,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF2D1,Core French,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,TGJ2O1,Communications Technology (Alternate),1,ADA2O1,Drama (Alternate),1,,,
"Kai,Annabel",F,439496362,439496362@gapps.yrdsb.ca,,,12,AVI4M1,Visual Arts,1,AWC4M1,Visual Arts- Ceramics,1,AWQ4M1,Visual Arts - Photography,1,ENG4U1,English,1,HSB4U1,Challenge and Change in Society,1,TDJ4M1,Technological Design,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,,,,,,,7,AWD4M1,Visual Arts - Visual Design (Alternate),1,AWS4M1,Visual Arts - Digital Media (Alternate),1,,,
"Mariya,Marleen",F,491508057,491508057@gapps.yrdsb.ca,,,11,AWD3M1,Visual Arts - Visual Design,1,AWL3M1,Visual Arts - Drawing,1,ENG2D1,English,1,ENG3U1,English,1,HFC3M1,Food and Culture,1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,SNC2D1,Science,1,,,,,,,,,,8,ICS3C1,Introduction to Computer Programming (Alternate),1,SBI3U1,Biology (Alternate),1,,,
"Datha,Aridatha",M,494770715,494770715@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,BBI2O1,Introduction to Business,1,CHC2DG,Canadian History Since World War I,1,ENG2DG,English,1,ICS2OG,Intro to Computer Studies,1,MCR3U6,Functions,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,,,,,,,,,,8,TGJ2O1,Communications Technology (Alternate),1,AWC2O1,Visual Arts- Ceramics (Alternate),1,,,
"Mei,Madlen",M,440028397,440028397@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,MTH1WG,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1DG,Science,1,TEJ2O1,Computer Technology,1,,,,,,,9,BBI2O1,Introduction to Business (Alternate),1,CHC2L1,Canadian History (Alternate),1,,,
"Jamima,Sigrid",M,467531283,467531283@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ESLCO1,"English as a Second Language, Level 3",1,ESLDO1,"English as a Second Language, Level 4",1,FSF1P1,Core French,1,MTH1W1,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1DL,Science,1,,,,,,,,,,8,BTT1O1,Information and Communication Techn (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Vivien,Rodina",M,499414403,499414403@gapps.yrdsb.ca,,,11,AWD3M1,Visual Arts - Visual Design,1,BMI3C1,"Marketing:Goods, Services, Events",1,ENG3U1,English,1,ICS4UE,Computer Science,1,MCR3U6,Functions,1,SCH3U6,Chemistry,1,SPH3U1,Physics,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,,,,8,AVI3M1,Visual Arts (Alternate),1,TDJ3M1,Technological Design (Alternate),1,,,
"Shoshanna,Joly",F,431928227,431928227@gapps.yrdsb.ca,,,9,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,HIF1O1,"Individual, Family and Social Living",1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,ADA1O1,Drama (Alternate),1,AVI1O1,Visual Arts (Alternate),1,,,
"Michaeline,Glennis",M,451484539,451484539@gapps.yrdsb.ca,,,11,AMI3M1,Instrumental Music-Band,1,AMR3M1,Repertoire,1,ENG3U1,English,1,MCR3U6,Functions,1,PSK4U1,Introductory Kinesiology,1,SBI3U6,Biology,1,SCH3U6,Chemistry,1,SPH3U1,Physics,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,9,GPP3O1,Leadership and Peer Support (Alternate),1,,,,,,
"Giulia,Ferne",M,436490687,436490687@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,HSB4U1,Challenge and Change in Society,1,ICS3U6,Introduction to Computer Science,1,MCR3U6,Functions,1,MDM4UE,Mathematics of Data Management,1,SBI3U6,Biology,1,SCH3U6,Chemistry,1,SPH3U1,Physics,1,ZREMOT,Remote Holding Code,0,,,,,,,9,IDC3O1,Interdisciplinary Studies (Alternate),1,,,,,,
"Melita,Carolyn",M,462316647,462316647@gapps.yrdsb.ca,,,12,AWD4M1,Visual Arts - Visual Design,1,CIA4U1,Analysing Current Economic Issues,1,ENG4U1,English,1,ICS4U1,Computer Science,1,IDC4U3,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,,,,,,,,,,,,,7,HFA4U1,Nutrition and Health (Alternate),1,BBB4M1,International Business Fundamentals (Alternate),1,,,
"Babs,Jacqui",F,425686799,425686799@gapps.yrdsb.ca,,,12,AVI4M1,Visual Arts,1,AWD4M1,Visual Arts - Visual Design,1,ENG4UE,English,1,MHF4U1,Advanced Functions,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,,,,6,ICS4U1,Computer Science  (Alternate),1,TDJ4M1,Technological Design (Alternate),1,,,
"Othelia,Brittne",F,409067236,409067236@gapps.yrdsb.ca,,,12,ENG3UB,English,2,EWC4U1,The Writer's Craft,1,EWC4UK,The Writer's Craft,1,HHG4M1,Issues in Human Growth and Development,1,IDC3O1,Interdisciplinary Studies,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,
"Margaretta,Paule",M,493548257,493548257@gapps.yrdsb.ca,,,10,BBI2O7,Introduction to Business,1,CHC2DG,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2DG,English,1,GLC2O1,Career Studies,0.5,IDC3OE,Interdisciplinary Studies,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,TEJ2O1,Computer Technology,1,,,,,,,9,ICS2OG,Intro to Computer Studies (Alternate),1,TGJ2O1,Communications Technology (Alternate),1,,,
"Janna,Camella",M,418087238,418087238@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,ENG3U1,English,1,FSF3U1,Core French,1,MCR3U1,Functions,1,PPL3O9,Healthy Active Living Education-Male,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,ZREMOT,Remote Holding Code,0,,,,,,,9,PAF3O9,Personal and Fitness Activities-Male (Alternate),1,HFC3M1,Food and Culture (Alternate),1,,,
"Ethelin,Cloris",M,476843049,476843049@gapps.yrdsb.ca,,,11,AVI3M1,Visual Arts,1,DCO3OC,Creating Opportunities through Co-o,2,ENG3U1,English,1,MCR3U1,Functions,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,TDJ3M1,Technological Design,1,,,,,,,,,,,,,7,AWQ3M1,Visual Arts - Photography (Alternate),1,TEJ3M1,Computer Engineering Technology (Alternate),1,,,
"Nollie,Karoline",M,408386619,408386619@gapps.yrdsb.ca,,,12,CPW4U1,Canadian and World Politics,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,MCV4U1,Calculus and Vectors,1,SBI4U1,Biology,1,SPH4U1,Physics,1,,,,,,,,,,,,,,,,6,,,,,,,,,
"Bridie,Goldie",F,487278780,487278780@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,AWJ2O1,Visual Arts- Stage Design,1,CHC2DG,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2DG,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,,,,,,,9,BBI2O1,Introduction to Business (Alternate),1,,,,,,
"Katusha,Alvinia",F,410962344,410962344@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1O1,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,AMI1O4,Instrumental Music-Band (Alternate),1,HIF1O1,"Individual, Family and Social Living (Alternate)",1,,,
"Evonne,Bonita",M,453911238,453911238@gapps.yrdsb.ca,,,12,ENG4U1,English,1,ICS4U1,Computer Science,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,,,,,,,,,
"Janelle,Sandi",M,494419731,494419731@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,GLE1O1,Learning Strategies 1: Skills for Success in Secondary School,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,GLS1O1,Learning Strategies 1: Skills for Success in Secondary School (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Olimpia,Edin",M,421853839,421853839@gapps.yrdsb.ca,,,11,ADA3M1,Drama,1,AMV3M1,Music - Vocal/Choral,1,AWL3M1,Visual Arts - Drawing,1,ENG3U1,English,1,GLE3O1,AdvancedLearning Strategies: Skills for Success After Secondary School,1,MBF3C1,Foundations for College Mathematics,1,MFM2P1,Foundations of Mathematics,1,SNC2P1,Science,1,ZREMOT,Remote Holding Code,0,,,,,,,9,ELS2O1,Literacy Skills: Reading and Writing (Alternate),1,,,,,,
"Elysha,Fayth",M,491877602,491877602@gapps.yrdsb.ca,,,12,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,PSK4U1,Introductory Kinesiology,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,,,,,,,,,
"Shelagh,Jamie",F,406631107,406631107@gapps.yrdsb.ca,,,9,AMR1O1,Repertoire,1,AVI1O1,Visual Arts,1,BTT1O1,Information and Communication Techn,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,MTH1WG,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1DG,Science,1,,,,,,,9,HIF1O1,"Individual, Family and Social Living (Alternate)",1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Randene,Orelia",M,428606575,428606575@gapps.yrdsb.ca,,,12,ENG4C1,English,1,MPM2D1,Principles of Mathematics,1,PPL4O9,Healthy Active Living Education,1,SBI3U1,Biology,1,SBI4U1,Biology,1,SCH3U1,Chemistry,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,7,,,,,,,,,
"Jenica,Bonnie",F,486753381,486753381@gapps.yrdsb.ca,,,12,AMI4M1,Instrumental Music-Band,1,AMR4M1,Repertoire,1,ENG3U1,English,1,ENG4U1,English,1,FSF1O1,Core French,1,ICS4UE,Computer Science,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SPH4U1,Physics,1,,,,,,,9,MDM4U1,Mathematics of Data Management (Alternate),1,,,,,,
"Emiline,Sean",M,468523957,468523957@gapps.yrdsb.ca,,,10,BBI2O7,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF1D1,Core French,1,GLC2O1,Career Studies,0.5,IDC3OE,Interdisciplinary Studies,1,MPM2D2,Principles of Mathematics,1,SNC2D2,Science,1,,,,,,,9,,,,,,,,,
"Jane,Carmelle",M,483533086,483533086@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,CLU3M1,Understanding Canadian Law,1,COP3X9,CoOp Sem 2 Am or PM,2,ENG4UE,English,1,MCR3U1,Functions,1,SBI4U1,Biology,1,SCH3U6,Chemistry,1,,,,,,,,,,,,,7,BMI3C1,"Marketing:Goods, Services, Events (Alternate)",1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology (Alternate)",1,,,
"Madeleine,Carol-Jean",M,468936820,468936820@gapps.yrdsb.ca,,,12,ENG4UE,English,1,ICS4UE,Computer Science,1,IDC4U3,Interdisciplinary Studies,1,MDM4UE,Mathematics of Data Management,1,SCH4UE,Chemistry,1,SPH4UE,Physics,1,,,,,,,,,,,,,,,,6,HFA4C1,Nutrition and Health (Alternate),1,,,,,,
"Shani,Shandie",M,406600674,406600674@gapps.yrdsb.ca,,,12,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,ICS4U1,Computer Science,1,IDC4U1,Interdisciplinary Studies,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,PSK4U1,Introductory Kinesiology,1,,,,,,,,,,,,,7,PPL4O9,Healthy Active Living Education (Alternate),1,PAF4O9,Personal & Fitness Activities-Male (Alternate),1,,,
"Milzie,Joby",M,484228210,484228210@gapps.yrdsb.ca,,,12,AVI4M1,Visual Arts,1,BAT4M1,Financial Accounting Principles,1,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,IDC4U1,Interdisciplinary Studies (Alternate),1,,,,,,
"Carlotta,Aurelea",F,467357940,467357940@gapps.yrdsb.ca,,,11,DCO3OC,Creating Opportunities through Co-o,2,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,MCR3U1,Functions,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,,,,7,AWC3O1,Visual Arts- Ceramics (Alternate),1,PPL3O8,Healthy Active Living Education-Female (Alternate),1,,,
"Denyse,Jacenta",M,432024381,432024381@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W7,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1D7,Science,1,,,,,,,,,,8,PPL1O9,Healthy Active Living-Male (Alternate),1,AMI1O4,Instrumental Music-Band (Alternate),1,,,
"Cortney,Grazia",F,488638319,488638319@gapps.yrdsb.ca,,,12,BBB4M1,International Business Fundamentals,1,BOH4M1,Business Leadership:  Management Fu,1,CLN4U1,Canadian and International Law,1,ENG4UE,English,1,HZT4U1,Philosophy: Questions and Theories,1,IDC4UE,Interdisciplinary Studies,1,MDM4UE,Mathematics of Data Management,1,,,,,,,,,,,,,7,CGW4UE,World Issues:  A Geographic Perspective (Alternate),1,CHY4U1,World History: The West and the Wor (Alternate),1,,,
"Eda,Kalina",F,410329304,410329304@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1O1,Core French,1,HIF1O1,"Individual, Family and Social Living",1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,9,,,,,,,,,
"Iolande,Marjorie",M,476600466,476600466@gapps.yrdsb.ca,,,12,ENG4U1,English,1,IDC4U3,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SPH4U1,Physics,1,TDJ4M1,Technological Design,1,,,,,,,,,,,,,,,,6,HFA4C1,Nutrition and Health (Alternate),1,,,,,,
"Kristi,Anita",M,475795928,475795928@gapps.yrdsb.ca,,,12,ENG4U1,English,1,HZT4U1,Philosophy: Questions and Theories,1,ICS4U1,Computer Science,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,8,BOH4M1,Business Leadership:  Management Fu (Alternate),1,BBB4M1,International Business Fundamentals (Alternate),1,,,
"Devin,Kiah",M,406398246,406398246@gapps.yrdsb.ca,,,12,ENG4U1,English,1,ICS4UE,Computer Science,1,MCV4U1,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,8,CIA4U1,Analysing Current Economic Issues (Alternate),1,TEJ4M1,Computer Engineering Technology (Alternate),1,,,
"Alika,Carol-Jean",F,495412759,495412759@gapps.yrdsb.ca,,,11,AMI3M1,Instrumental Music-Band,1,AMR3M1,Repertoire,1,ENG3UE,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,IDC3O1,Interdisciplinary Studies,1,MCR3U1,Functions,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,9,,,,,,,,,
"Susette,Shalne",M,494044538,494044538@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,CIE3M1,The Individual and the Economy,1,ENG3U1,English,1,ICS3U6,Introduction to Computer Science,1,MDM4U1,Mathematics of Data Management,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,,,,8,,,,,,,,,
"Xylina,Halette",M,414173392,414173392@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,BMI3C1,"Marketing:Goods, Services, Events",1,CLN4U1,Canadian and International Law,1,CLU3M1,Understanding Canadian Law,1,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,ENG3UE,English,1,,,,,,,,,,,,,,,,6,CIA4U1,Analysing Current Economic Issues (Alternate),1,MDM4U1,Mathematics of Data Management (Alternate),1,,,
"Shalne,May",M,447278626,447278626@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,BMI3C1,"Marketing:Goods, Services, Events",1,ENG3U1,English,1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,SBI3U6,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,TDJ3M1,Technological Design (Alternate),1,HFC3M1,Food and Culture (Alternate),1,,,
"Kara,Adriena",M,426582117,426582117@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,ICS2OG,Intro to Computer Studies,1,MTH1WG,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1DG,Science,1,,,,,,,9,,,,,,,,,
"Gillian,Leanor",F,473879509,473879509@gapps.yrdsb.ca,,,10,BBI2O1,Introduction to Business,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TGJ2O1,Communications Technology,1,,,,,,,9,LWSBD1,Spanish (Alternate),1,,,,,,
"Amandi,Harmony",M,451009302,451009302@gapps.yrdsb.ca,,,12,ENG4UE,English,1,FSF4UE,Core French,1,MCV4UE,Calculus and Vectors,1,MHF4U6,Advanced Functions,1,SBI4UE,Biology,1,SCH4UE,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,,,,7,,,,,,,,,
"Cathyleen,Dyanna",M,469025946,469025946@gapps.yrdsb.ca,,,12,AMI4M1,Instrumental Music-Band,1,AMR4M1,Repertoire,1,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SCH4U1,Chemistry,1,SPH4U1,Physics,1,TEJ4M1,Computer Engineering Technology,1,,,,,,,,,,8,HHG4M1,Issues in Human Growth and Development (Alternate),1,,,,,,
"Barrie,Alameda",F,422887592,422887592@gapps.yrdsb.ca,,,10,BAF3M1,Financial Accounting Fundamentals,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,TGJ2O1,Communications Technology (Alternate),1,AVI2O1,Visual Arts (Alternate),1,,,
"Alecia,Salaidh",F,447835557,447835557@gapps.yrdsb.ca,,,10,AWC2O1,Visual Arts- Ceramics,1,BAF3M1,Financial Accounting Fundamentals,1,BMI3C1,"Marketing:Goods, Services, Events",1,CHV2O1,Civics and Citizenship,0.5,CLU3M1,Understanding Canadian Law,1,ENG2D1,English,1,GLC2O1,Career Studies,0.5,MPM2D1,Principles of Mathematics,1,PPL2O8,Healthy Active Living Education-Female,1,SNC2D1,Science,1,,,,10,,,,,,,,,
"Vanda,Chickie",F,499537855,499537855@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,ICS2O1,Introduction to Computer Studies,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,GLS1O1,Learning Strategies 1: Skills for Success in Secondary School (Alternate),1,,,,,,
"Susanne,Wilow",M,455530493,455530493@gapps.yrdsb.ca,,,12,ENG4U1,English,1,HSB4U1,Challenge and Change in Society,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,,,,6,MDM4U1,Mathematics of Data Management (Alternate),1,IDC4UE,Interdisciplinary Studies (Alternate),1,,,
"Betteanne,Aryn",F,499098612,499098612@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D2,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D2,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D2,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,AMI1O1,Instrumental Music-Band (Alternate),1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"May,Netty",M,497748260,497748260@gapps.yrdsb.ca,,,9,AMR1O1,Repertoire,1,AVI1O1,Visual Arts,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,9,AMI1O1,Instrumental Music-Band (Alternate),1,SNC1L1,Science (Alternate),1,,,
"Vi,Cortney",F,435733365,435733365@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,ICS2OG,Intro to Computer Studies,1,MTH1WG,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1DG,Science,1,,,,,,,,,,8,BTT1O1,Information and Communication Techn (Alternate),1,AMI1O1,Instrumental Music-Band (Alternate),1,,,
"Verile,Danica",M,435878815,435878815@gapps.yrdsb.ca,,,10,CHC2DG,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2DG,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,ICS3U6,Introduction to Computer Science,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,TEJ3M1,Computer Engineering Technology,1,,,,,,,9,SPH3U1,Physics (Alternate),1,SCH3U1,Chemistry (Alternate),1,,,
"Janetta,Betsey",F,409198287,409198287@gapps.yrdsb.ca,,,11,ADA4M1,Drama,1,ADB3M1,Drama - Musical Theatre,1,AEA4O1,Exploring and Creating in the Arts,1,AWC3O1,Visual Arts- Ceramics,1,AWD3M1,Visual Arts - Visual Design,1,AWD4M1,Visual Arts - Visual Design,1,ENG3U1,English,1,SCH3U1,Chemistry,1,,,,,,,,,,8,,,,,,,,,
"Juanita,Meridith",F,487060357,487060357@gapps.yrdsb.ca,,,10,AMR2O1,Repertoire,1,BBI2O7,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,FSF2D1,Core French,1,ICS2O1,Introduction to Computer Studies,1,IDC3OE,Interdisciplinary Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,TEJ2O1,Computer Technology (Alternate),1,AVI2O1,Visual Arts (Alternate),1,,,
"Rosalyn,Dena",M,419221775,419221775@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TEJ2O1,Computer Technology,1,,,,10,PPL2O9,Healthy Active Living Education-Male (Alternate),1,,,,,,
"Sileas,Darbie",F,432266704,432266704@gapps.yrdsb.ca,,,12,BOH4M1,Business Leadership:  Management Fu,1,ENG4U1,English,1,IDC4U3,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,SBI4UE,Biology,1,SCH4UE,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,8,PSK4U1,Introductory Kinesiology (Alternate),1,MDM4U1,Mathematics of Data Management (Alternate),1,,,
"Denice,Brittan",F,403294259,403294259@gapps.yrdsb.ca,,,11,CLU3M1,Understanding Canadian Law,1,ENG3UE,English,1,IDC4U1,Interdisciplinary Studies,1,IDC4UE,Interdisciplinary Studies,1,MCR3U1,Functions,1,SBI4UE,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,AMI3M1,Instrumental Music-Band (Alternate),1,,,,,,
"Lorrie,Valenka",F,446991246,446991246@gapps.yrdsb.ca,,,10,AMR2O1,Repertoire,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF2D1,Core French,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,MCR3U6,Functions,1,MPM2D1,Principles of Mathematics,1,SNC2D2,Science,1,,,,10,,,,,,,,,
